RegionID,RegionName,City,Region,State,Metro,CountyName,SizeRank,2019-10
87713,67665,Russell,,KS,,Russell County,6958,44000
76190,42031,Clinton,,KY,,Hickman County,8005,44100
90430,74501,McAlester,,OK,McAlester,Pittsburg County,2658,44200
63941,15210,Pittsburgh,,PA,Pittsburgh,Allegheny County,2776,44200
82985,56649,International Falls,,MN,,Koochiching County,5498,44200
69891,28365,Mount Olive,,NC,Goldsboro,Wayne County,4744,44300
87273,66701,Fort Scott,,KS,,Bourbon County,5400,44300
69077,26582,Mannington,,WV,Fairmont,Marion County,7221,44300
84961,61422,Bushnell,,IL,Macomb,McDonough County,7908,44500
69976,28466,Wallace,,NC,,Duplin County,5828,44600
77192,44471,Struthers,,OH,Youngstown-Warren-Boardman,Mahoning County,5566,44700
69849,28314,Fayetteville,,NC,Fayetteville,Cumberland County,129,45000
87239,66608,Topeka,,KS,Topeka,Shawnee County,6823,45000
64442,16102,New Castle,,PA,New Castle,Lawrence County,7040,45000
68756,25801,Beckley,,WV,Beckley,Raleigh County,1763,45400
87656,67560,Ness City,,KS,,Ness County,8845,45500
